PC1,PC2,agg_complete_label
-1.466674271712119,-0.06718285746220863,0
-1.4505642030276806,-0.06374317283871761,0
-1.2100506992664823,-0.13355510605944865,0
-1.5072010731986976,-0.061528823919104136,0
3.0069836338359406,-0.1855340105255616,0
-1.5584980493856284,-0.05253774145921798,0
0.9137588645292894,-1.0898668245826608,0
-0.4897301382079801,0.07203432692762271,0
4.91589778056348,2.827487186926017,5
2.2668722221763087,-0.2402134835720483,0
-0.5915922113235927,-0.47740507274125726,0
2.5054808062770215,-2.1406241193540203,0
-0.04959680734792115,-0.550757372686297,0
-1.1384585648669316,-0.1190626023053875,0
-1.557376220263579,-0.05064589608894465,0
1.5963696684599797,-1.6563306836210994,0
1.7074472409657755,-1.6629726310672017,0
-0.6255010740021775,-0.16560843000316697,0
1.1873010395776873,-1.113857618136451,0
0.10298714656927867,-0.8373139937504381,0
2.9469089294370017,-1.726926460854105,0
1.968386705150215,2.1800447009942476,0
0.7116829381677303,2.9480467694826213,0
-0.7323435537150781,0.08182865314462227,0
0.7233793276068801,0.684032502654415,0
-1.2441966007438765,-0.16178589964085702,0
-0.9092086611798383,0.6507752665096198,0
-1.4933479684713642,-0.12803545866157146,0
1.5426639571625214,-1.0782733249854082,0
-0.17812345409461372,0.09485244444347399,0
0.6093437337729234,-1.087701415477796,0
-1.4927947317088162,-0.12572258411414067,0
2.0674114349229122,-1.7203560516561063,0
-1.4203147097858688,-0.1322008764396815,0
-1.387486586136281,-0.139501620045923,0
3.3467226513801394,-0.033122529187396756,0
-0.2469586233189145,0.4784259801387894,0
-0.9638582255998498,0.2847382882818021,0
1.1838772497215142,-1.1830761244691863,0
-0.8871591817429322,-0.1695757740689264,0
-1.0060507675586523,0.1888048422366049,0
1.9250496598538847,-1.6078568062505874,0
2.158943536640123,2.299501098352412,1
2.56782474877261,-1.2560301242244984,4
0.6127638423306893,-1.0399532636445836,0
1.8938514003819726,1.0936884632601998,0
-0.5465305459431049,-0.5340591554127256,0
-0.2438122062099375,0.2273272159081599,0
1.7707223936630383,-0.8569458728455289,0
-0.7653589891225732,1.0017261733765401,0
0.8862202794714197,3.184670645363117,1
-1.5597813435292167,-0.04712103252576043,0
2.8523020550732943,-1.6896671328280755,0
0.1753303301146897,0.3394371695654435,0
